name,block,,splite,,cos
https://scratch.mit.edu/projects/10569770/,45,2.368421053,4,2,0.774751635
https://scratch.mit.edu/projects/10570891/,21,1.105263158,2,1,0.944809024
https://scratch.mit.edu/projects/10571003/,38,2,3,1.5,0.963741763
https://scratch.mit.edu/projects/10571625/,22,1.157894737,2,1,0.908688223
https://scratch.mit.edu/projects/10572561/,62,3.263157895,4,2,0.860916065
https://scratch.mit.edu/projects/10561760/,70,3.684210526,3,1.5,0.7701854
https://scratch.mit.edu/projects/10574735/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10579362/,22,1.157894737,2,1,0.908688223
https://scratch.mit.edu/projects/10579682/,90,4.736842105,3,1.5,0.674815785
https://scratch.mit.edu/projects/10581457/,40,2.105263158,3,1.5,0.927970672
https://scratch.mit.edu/projects/10584998/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10588612/,150,7.894736842,4,2,0.32713274
https://scratch.mit.edu/projects/10594283/,64,3.368421053,4,2,0.731925055
https://scratch.mit.edu/projects/10594551/,57,3,6,3,0.840245282
https://scratch.mit.edu/projects/10567132/,399,21,18,9,0.857016324
https://scratch.mit.edu/projects/10597603/,34,1.789473684,3,1.5,0.983104016
https://scratch.mit.edu/projects/10599386/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/10601551/,270,14.21052632,20,10,0.942932943
https://scratch.mit.edu/projects/10603751/,37,1.947368421,2,1,0.529442046
https://scratch.mit.edu/projects/10500162/,67,3.526315789,5,2.5,0.558604085
https://scratch.mit.edu/projects/10575192/,18,0.947368421,2,1,0.80237742
https://scratch.mit.edu/projects/10596102/,64,3.368421053,3,1.5,0.608480019
https://scratch.mit.edu/projects/10524253/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10612614/,32,1.684210526,3,1.5,0.975900073
https://scratch.mit.edu/projects/10612962/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10614403/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10614728/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10614791/,20,1.052631579,2,1,0.957841489
https://scratch.mit.edu/projects/10541173/,24,1.263157895,2,1,0.878310066
https://scratch.mit.edu/projects/10634826/,41,2.157894737,2,1,0.819634822
https://scratch.mit.edu/projects/10640997/,93,4.894736842,6,3,0.580454325
https://scratch.mit.edu/projects/10596572/,51,2.684210526,4,2,0.958905768
https://scratch.mit.edu/projects/10596572/,51,2.684210526,4,2,0.958905768
https://scratch.mit.edu/projects/10663788/,36,1.894736842,3,1.5,0.941647231
https://scratch.mit.edu/projects/10505731/,51,2.684210526,5,2.5,0.73401329
https://scratch.mit.edu/projects/10674268/,18,0.947368421,6,3,0.985610761
https://scratch.mit.edu/projects/10662321/,27,1.421052632,3,1.5,0.905354101
https://scratch.mit.edu/projects/10673906/,18,0.947368421,3,1.5,0.985610761
https://scratch.mit.edu/projects/10540294/,24,1.263157895,3,1.5,0.948683298
https://scratch.mit.edu/projects/10680843/,18,0.947368421,2,1,0.957841489
https://scratch.mit.edu/projects/10682829/,16,0.842105263,3,1.5,0.95668077
https://scratch.mit.edu/projects/10689252/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10414126/,85,4.473684211,5,2.5,0.725340497
https://scratch.mit.edu/projects/10499634/,22,1.157894737,6,3,0.935414347
https://scratch.mit.edu/projects/10499839/,188,9.894736842,11,5.5,0.60066591
https://scratch.mit.edu/projects/10500166/,24,1.263157895,2,1,0.943089598
https://scratch.mit.edu/projects/10415497/,56,2.947368421,3,1.5,0.979982578
https://scratch.mit.edu/projects/10689241/,32,1.684210526,4,2,0.975900073
https://scratch.mit.edu/projects/10689257/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10607693/,21,1.105263158,2,1,0.944809024
https://scratch.mit.edu/projects/10630532/,69,3.631578947,2,1,0.682118282
https://scratch.mit.edu/projects/10630533/,19,1,2,1,1
https://scratch.mit.edu/projects/10630501/,22,1.157894737,2,1,0.956182887
https://scratch.mit.edu/projects/10692864/,184,9.684210526,10,5,0.841120083
https://scratch.mit.edu/projects/10505751/,71,3.736842105,6,3,0.842816909
https://scratch.mit.edu/projects/10613430/,36,1.894736842,3,1.5,0.941647231
https://scratch.mit.edu/projects/10505724/,80,4.210526316,9,4.5,0.824197231
https://scratch.mit.edu/projects/10547342/,33,1.736842105,3,1.5,0.903681638
https://scratch.mit.edu/projects/10546932/,37,1.947368421,3,1.5,0.849723115
https://scratch.mit.edu/projects/10669628/,24,1.263157895,2,1,0.912870929
https://scratch.mit.edu/projects/10505756/,49,2.578947368,5,2.5,0.876113435
https://scratch.mit.edu/projects/10689658/,38,2,4,2,0.836900481
https://scratch.mit.edu/projects/10578773/,148,7.789473684,5,2.5,0.536673488
https://scratch.mit.edu/projects/10704267/,69,3.631578947,4,2,0.69819382
https://scratch.mit.edu/projects/10705183/,14,0.736842105,1,0.5,0.936974961
https://scratch.mit.edu/projects/10437562/,100,5.263157895,13,6.5,0.644201004
https://scratch.mit.edu/projects/10518893/,215,11.31578947,21,10.5,0.775311538
https://scratch.mit.edu/projects/10519813/,48,2.526315789,2,1,0.793394976
https://scratch.mit.edu/projects/10718948/,77,4.052631579,2,1,0.659443169
https://scratch.mit.edu/projects/10719452/,20,1.052631579,3,1.5,0.965034982
https://scratch.mit.edu/projects/10726485/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10728903/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/10729121/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/10729422/,58,3.052631579,5,2.5,0.695159516
https://scratch.mit.edu/projects/10729422/,58,3.052631579,5,2.5,0.695159516
https://scratch.mit.edu/projects/10359707/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10736457/,79,4.157894737,1,0.5,0.289349694
https://scratch.mit.edu/projects/10738749/,31,1.631578947,2,1,0.939120133
https://scratch.mit.edu/projects/10738488/,248,13.05263158,9,4.5,0.429329292
https://scratch.mit.edu/projects/10737852/,55,2.894736842,3,1.5,0.540676268
https://scratch.mit.edu/projects/10746624/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10746793/,55,2.894736842,5,2.5,0.703428501
https://scratch.mit.edu/projects/10618418/,32,1.684210526,2,1,0.88949918
https://scratch.mit.edu/projects/10769484/,7,0.368421053,3,1.5,0.468807231
https://scratch.mit.edu/projects/10769627/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10775932/,69,3.631578947,2,1,0.551574356
https://scratch.mit.edu/projects/10777129/,33,1.736842105,2,1,0.65217434
https://scratch.mit.edu/projects/10794032/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/10437053/,14,0.736842105,1,0.5,0.936974961
https://scratch.mit.edu/projects/10630517/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10813182/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10719413/,41,2.157894737,3,1.5,0.889358425
https://scratch.mit.edu/projects/10656699/,16,0.842105263,2,1,0.9258201
https://scratch.mit.edu/projects/10829870/,32,1.684210526,3,1.5,0.975900073
https://scratch.mit.edu/projects/10831774/,40,2.105263158,2,1,0.808530973
https://scratch.mit.edu/projects/10831774/,40,2.105263158,2,1,0.808530973
https://scratch.mit.edu/projects/10831981/,54,2.842105263,4,2,0.732836914
https://scratch.mit.edu/projects/10831775/,24,1.263157895,2,1,0.847356137
https://scratch.mit.edu/projects/10835243/,60,3.157894737,4,2,0.794267465
https://scratch.mit.edu/projects/10835427/,349,18.36842105,11,5.5,0.716701287
https://scratch.mit.edu/projects/10835846/,29,1.526315789,2,1,0.792213927
https://scratch.mit.edu/projects/10842042/,34,1.789473684,3,1.5,0.949193617
https://scratch.mit.edu/projects/10843334/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10846523/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10689209/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10689269/,65,3.421052632,6,3,0.723233387
https://scratch.mit.edu/projects/10689232/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/10859822/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10854844/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10867328/,29,1.526315789,2,1,0.813956928
https://scratch.mit.edu/projects/10878666/,22,1.157894737,3,1.5,0.942847304
https://scratch.mit.edu/projects/10883085/,48,2.526315789,6,3,0.839469818
https://scratch.mit.edu/projects/10889134/,20,1.052631579,2,1,0.957841489
https://scratch.mit.edu/projects/10893870/,32,1.684210526,3,1.5,0.975900073
https://scratch.mit.edu/projects/10897964/,20,1.052631579,2,1,0.957841489
https://scratch.mit.edu/projects/10912171/,47,2.473684211,4,2,0.935368676
https://scratch.mit.edu/projects/10915099/,29,1.526315789,2,1,0.644094048
https://scratch.mit.edu/projects/10919051/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10924713/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10928711/,26,1.368421053,3,1.5,0.933316741
https://scratch.mit.edu/projects/10929938/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/10930971/,24,1.263157895,2,1,0.828078671
https://scratch.mit.edu/projects/10931032/,32,1.684210526,3,1.5,0.975900073
https://scratch.mit.edu/projects/10931042/,20,1.052631579,2,1,0.962140471
https://scratch.mit.edu/projects/10931234/,38,2,3,1.5,0.931473025
https://scratch.mit.edu/projects/10931274/,20,1.052631579,2,1,0.957841489
https://scratch.mit.edu/projects/10931275/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/10928988/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10931666/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10931527/,52,2.736842105,4,2,0.835420868
https://scratch.mit.edu/projects/10932372/,34,1.789473684,2,1,0.972111105
https://scratch.mit.edu/projects/10929122/,46,2.421052632,3,1.5,0.881962098
https://scratch.mit.edu/projects/10932736/,17,0.894736842,2,1,0.947330933
https://scratch.mit.edu/projects/10933388/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10934570/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10936466/,23,1.210526316,2,1,0.902193709
https://scratch.mit.edu/projects/10939133/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/10689686/,18,0.947368421,3,1.5,0.985610761
https://scratch.mit.edu/projects/10943001/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/10959321/,18,0.947368421,4,2,0.985610761
https://scratch.mit.edu/projects/10931522/,385,20.26315789,25,12.5,0.378550784
https://scratch.mit.edu/projects/10964554/,63,3.315789474,5,2.5,0.594309353
https://scratch.mit.edu/projects/10968840/,38,2,2,1,0.666693722
https://scratch.mit.edu/projects/10956077/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/10981498/,23,1.210526316,2,1,0.932312367
https://scratch.mit.edu/projects/10987870/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/11001666/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11015694/,24,1.263157895,2,1,0.920087412
https://scratch.mit.edu/projects/11017048/,20,1.052631579,2,1,0.947045094
https://scratch.mit.edu/projects/11022904/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11032222/,28,1.473684211,4,2,0.754624495
https://scratch.mit.edu/projects/10943124/,41,2.157894737,2,1,0.903231608
https://scratch.mit.edu/projects/10831982/,27,1.421052632,2,1,0.702113775
https://scratch.mit.edu/projects/10903156/,20,1.052631579,2,1,0.957841489
https://scratch.mit.edu/projects/11039873/,35,1.842105263,5,2.5,0.849411986
https://scratch.mit.edu/projects/11045599/,61,3.210526316,3,1.5,0.65886647
https://scratch.mit.edu/projects/11061038/,34,1.789473684,4,2,0.956303367
https://scratch.mit.edu/projects/11062952/,27,1.421052632,3,1.5,0.949613421
https://scratch.mit.edu/projects/10930171/,16,0.842105263,2,1,0.95668077
https://scratch.mit.edu/projects/11080681/,47,2.473684211,2,1,0.724910724
https://scratch.mit.edu/projects/11061181/,320,16.84210526,13,6.5,0.719487689
https://scratch.mit.edu/projects/11086732/,20,1.052631579,2,1,0.932294445
https://scratch.mit.edu/projects/11087139/,25,1.315789474,2,1,0.911684612
https://scratch.mit.edu/projects/11087486/,26,1.368421053,4,2,0.922410069
https://scratch.mit.edu/projects/11100019/,76,4,3,1.5,0.586118355
https://scratch.mit.edu/projects/11097860/,153,8.052631579,5,2.5,0.730451906
https://scratch.mit.edu/projects/11114700/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11118775/,104,5.473684211,6,3,0.941832264
https://scratch.mit.edu/projects/11124225/,16,0.842105263,2,1,0.956182887
https://scratch.mit.edu/projects/10838782/,17,0.894736842,2,1,0.971008312
https://scratch.mit.edu/projects/11097572/,18,0.947368421,3,1.5,0.985610761
https://scratch.mit.edu/projects/11130035/,35,1.842105263,2,1,0.704955942
https://scratch.mit.edu/projects/11135296/,57,3,7,3.5,0.515687954
https://scratch.mit.edu/projects/11138573/,24,1.263157895,5,2.5,0.866400225
https://scratch.mit.edu/projects/11099505/,69,3.631578947,3,1.5,0.827687607
https://scratch.mit.edu/projects/11141704/,20,1.052631579,3,1.5,0.957841489
https://scratch.mit.edu/projects/11141850/,30,1.578947368,5,2.5,0.914650406
https://scratch.mit.edu/projects/11153123/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11157589/,29,1.526315789,4,2,0.936478767
https://scratch.mit.edu/projects/11162769/,23,1.210526316,2,1,0.893448784
https://scratch.mit.edu/projects/11167028/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/11166859/,28,1.473684211,4,2,0.956182887
https://scratch.mit.edu/projects/11157588/,27,1.421052632,2,1,0.881917104
https://scratch.mit.edu/projects/11154498/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11170711/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11171301/,26,1.368421053,3,1.5,0.936281676
https://scratch.mit.edu/projects/11170094/,101,5.315789474,5,2.5,0.788361434
https://scratch.mit.edu/projects/11172689/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11173207/,18,0.947368421,3,1.5,0.985610761
https://scratch.mit.edu/projects/11165791/,116,6.105263158,9,4.5,0.950334619
https://scratch.mit.edu/projects/11169825/,20,1.052631579,2,1,0.951502571
https://scratch.mit.edu/projects/11202354/,484,25.47368421,36,18,0.943601534
https://scratch.mit.edu/projects/11212956/,26,1.368421053,2,1,0.829515062
https://scratch.mit.edu/projects/11233086/,39,2.052631579,3,1.5,0.511747011
https://scratch.mit.edu/projects/11001970/,7,0.368421053,1,0.5,0.450748936
https://scratch.mit.edu/projects/11236949/,64,3.368421053,3,1.5,0.818826105
https://scratch.mit.edu/projects/11235100/,18,0.947368421,3,1.5,0.985610761
https://scratch.mit.edu/projects/11242524/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11246451/,46,2.421052632,4,2,0.778027555
https://scratch.mit.edu/projects/11271087/,16,0.842105263,2,1,0.95668077
https://scratch.mit.edu/projects/11279050/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11279106/,28,1.473684211,2,1,0.665800303
https://scratch.mit.edu/projects/11290442/,18,0.947368421,5,2.5,0.886788903
https://scratch.mit.edu/projects/11291223/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11299668/,16,0.842105263,2,1,0.9258201
https://scratch.mit.edu/projects/11304968/,43,2.263157895,2,1,0.749158702
https://scratch.mit.edu/projects/11321129/,60,3.157894737,5,2.5,0.961099027
https://scratch.mit.edu/projects/11321120/,38,2,7,3.5,0.855048621
https://scratch.mit.edu/projects/11327489/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11326100/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/11329631/,16,0.842105263,2,1,0.68725645
https://scratch.mit.edu/projects/11347742/,18,0.947368421,4,2,0.985610761
https://scratch.mit.edu/projects/11351048/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11351882/,42,2.210526316,5,2.5,0.674453273
https://scratch.mit.edu/projects/11352131/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11353505/,20,1.052631579,2,1,0.957841489
https://scratch.mit.edu/projects/11359208/,4,0.210526316,2,1,0.534522484
https://scratch.mit.edu/projects/11351783/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11364850/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11343399/,310,16.31578947,21,10.5,0.413652087
https://scratch.mit.edu/projects/11379127/,20,1.052631579,2,1,0.957841489
https://scratch.mit.edu/projects/11379082/,42,2.210526316,3,1.5,0.62417494
https://scratch.mit.edu/projects/11382430/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11384487/,32,1.684210526,3,1.5,0.975900073
https://scratch.mit.edu/projects/11389136/,87,4.578947368,6,3,0.609721112
https://scratch.mit.edu/projects/11392180/,277,14.57894737,24,12,0.589865835
https://scratch.mit.edu/projects/11392372/,60,3.157894737,5,2.5,0.961099027
https://scratch.mit.edu/projects/11392424/,24,1.263157895,2,1,0.796819073
https://scratch.mit.edu/projects/11392211/,168,8.842105263,7,3.5,0.696255483
https://scratch.mit.edu/projects/11397983/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11402158/,22,1.157894737,2,1,0.908688223
https://scratch.mit.edu/projects/11413907/,16,0.842105263,2,1,0.9258201
https://scratch.mit.edu/projects/11413477/,61,3.210526316,4,2,0.903754185
https://scratch.mit.edu/projects/11391290/,26,1.368421053,3,1.5,0.909988361
https://scratch.mit.edu/projects/11428402/,20,1.052631579,3,1.5,0.965034982
https://scratch.mit.edu/projects/11431136/,61,3.210526316,4,2,0.817588272
https://scratch.mit.edu/projects/11365442/,1071,56.36842105,68,34,0.423807565
https://scratch.mit.edu/projects/11435938/,32,1.684210526,3,1.5,0.975900073
https://scratch.mit.edu/projects/11416601/,550,28.94736842,40,20,0.939939516
https://scratch.mit.edu/projects/11441138/,23,1.210526316,4,2,0.92872692
https://scratch.mit.edu/projects/11442790/,24,1.263157895,2,1,0.92966968
https://scratch.mit.edu/projects/11442788/,22,1.157894737,2,1,0.860564599
https://scratch.mit.edu/projects/11444052/,23,1.210526316,2,1,0.957268842
https://scratch.mit.edu/projects/11448540/,49,2.578947368,6,3,0.812611333
https://scratch.mit.edu/projects/11453859/,42,2.210526316,3,1.5,0.755215469
https://scratch.mit.edu/projects/11468044/,19,1,2,1,0.917020524
https://scratch.mit.edu/projects/11469009/,344,18.10526316,14,7,0.946182545
https://scratch.mit.edu/projects/11469294/,125,6.578947368,14,7,0.773864203
https://scratch.mit.edu/projects/11470014/,20,1.052631579,2,1,0.965034982
https://scratch.mit.edu/projects/11484078/,18,0.947368421,3,1.5,0.985610761
https://scratch.mit.edu/projects/11478192/,32,1.684210526,3,1.5,0.975900073
https://scratch.mit.edu/projects/11494936/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11485896/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11500276/,18,0.947368421,2,1,0.985610761
https://scratch.mit.edu/projects/11343792/,63,3.315789474,2,1,0.839064541
https://scratch.mit.edu/projects/11486698/,1238,65.15789474,101,50.5,0.579167516
https://scratch.mit.edu/projects/11503266/,19,1,2,1,0.971428571
https://scratch.mit.edu/projects/11506588/,24,1.263157895,2,1,0.908373743
https://scratch.mit.edu/projects/11511530/,19,1,2,1,0.976732803
https://scratch.mit.edu/projects/11512161/,22,1.157894737,2,1,0.961054823
https://scratch.mit.edu/projects/11512432/,22,1.157894737,3,1.5,0.966091783
https://scratch.mit.edu/projects/11513034/,33,1.736842105,2,1,0.832423746
https://scratch.mit.edu/projects/11513982/,18,0.947368421,3,1.5,0.985610761
